,DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName,Zipcode
6381,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44493
2967,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,15108
2966,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15108
6147,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44471
5973,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44451
3395,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,16105
1743,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44452
3789,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,16033
5391,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44432
5507,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44443
4099,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,16102
1685,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44413
4157,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,16112
3906,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16046
3907,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,16046
321,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,15003
3453,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,16132
320,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15003
3320,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16066
6031,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44455
5333,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44425
1087,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15086
3321,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,16066
1088,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,15086
2091,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44401
2848,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15061
3671,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,67,2,Moderate,16024
1511,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44445
5682,2/12/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,59,2,Moderate,44625
3670,2/12/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16024
5740,2/12/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,44,1,Good,44446
2969,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15108
6730,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44507
811,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16121
5334,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44425
4551,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,36,1,Good,16140
2494,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15046
4100,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16102
4550,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,38,1,Good,16140
2968,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15108
1628,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44509
322,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15003
6440,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44502
869,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16148
619,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15001
5857,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44512
3570,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16160
5624,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44437
5160,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44405
2376,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15042
1802,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44506
3672,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,16024
618,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15001
1395,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44514
2377,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15042
1453,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44672
396,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16101
323,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15003
5916,2/13/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,43,1,Good,44634
4158,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16112
1221,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44406
4448,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16117
972,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15005
6206,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44473
971,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15005
6788,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44555
1744,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44452
6266,2/13/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,43,1,Good,44607
3673,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,16024
1279,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44442
3322,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,16066
3909,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,16046
3908,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,16046
5683,2/13/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,43,1,Good,44625
6614,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44510
1686,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44413
3454,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16132
6032,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44455
501,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15074
1089,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15086
1090,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15086
6672,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44505
1918,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44511
500,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15074
5974,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44451
4903,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,36,1,Good,16156
4726,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,38,1,Good,16142
4902,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,38,1,Good,16156
4624,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16141
5741,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44446
3323,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,16066
2613,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15081
3396,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16105
6148,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44471
2612,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15081
6382,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44493
2034,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44454
4216,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16115
6498,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44503
5392,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44432
220,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16146
5043,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44440
1512,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44445
1976,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44609
737,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15090
738,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15090
5508,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44443
4332,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16143
2092,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44401
4274,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16120
5566,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44438
4027,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,36,1,Good,16057
162,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16116
5450,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44436
5102,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44403
5218,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44408
4727,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,36,1,Good,16142
5276,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44420
6556,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44504
4026,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,38,1,Good,16057
6090,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44460
2257,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15027
2851,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15061
2850,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15061
3087,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15015
3086,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15015
2495,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15046
2258,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15027
6324,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44490
3790,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,16033
1163,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16159
4390,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16157
4800,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16155
2150,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44431
1570,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44515
4976,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16161
6929,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44619
2731,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15056
1860,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44423
3512,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,16136
3791,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,16033
5799,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44449
1337,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44484
6846,2/13/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,33,1,Good,44415
3205,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15143
3204,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,41,1,Good,15143
88,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,38,1,Good,16051
89,2/13/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,36,1,Good,16051
2732,2/13/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,56,2,Moderate,15056
2853,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15061
4801,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16155
2852,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15061
6267,2/14/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,45,1,Good,44607
4449,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16117
221,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16146
6499,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44503
1513,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44445
4333,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16143
5742,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44446
6673,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44505
6033,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44455
4904,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,36,1,Good,16156
5567,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44438
4905,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,40,1,Good,16156
6789,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44555
2733,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15056
2734,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15056
1571,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44515
4391,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16157
5219,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44408
4977,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16161
4728,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,36,1,Good,16142
4729,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,40,1,Good,16142
325,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15003
324,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15003
1629,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44509
1396,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44514
3571,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16160
5917,2/14/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,45,1,Good,44634
1454,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44672
4275,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16120
2496,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15046
2497,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15046
6091,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44460
5277,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44420
812,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16121
5975,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44451
2615,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15081
5509,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44443
6930,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44619
1861,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44423
3207,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15143
3206,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15143
3675,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,16024
6847,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44415
3674,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16024
870,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16148
90,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,36,1,Good,16051
2151,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44431
1164,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16159
5103,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44403
91,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,40,1,Good,16051
6731,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44507
6325,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44490
3089,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15015
3088,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15015
3513,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16136
2259,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15027
4101,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16102
5451,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44436
4029,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,40,1,Good,16057
4028,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,36,1,Good,16057
4625,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16141
3397,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16105
3911,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,16046
6383,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44493
2035,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44454
5393,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44432
3910,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16046
5044,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44440
1977,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44609
739,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15090
740,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15090
3325,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,16066
3324,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16066
2093,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44401
503,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15074
502,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15074
5684,2/14/2023,0,EST,Canton and Massillon,OH,40.7949,-81.4576,PM2.5,45,1,Good,44625
3455,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16132
1919,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44511
1091,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15086
1092,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15086
6615,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44510
4553,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,PM2.5,40,1,Good,16140
4552,2/14/2023,0,EST,Mercer County,PA,41.262,-80.1875,OZONE,36,1,Good,16140
6557,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44504
1222,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44406
1745,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44452
2379,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15042
2614,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15081
1280,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44442
5335,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44425
620,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15001
621,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15001
6441,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44502
4159,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16112
2378,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15042
5161,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44405
974,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15005
2971,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15108
3793,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,16033
3792,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,16033
5858,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44512
1803,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44506
397,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16101
2970,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15108
6149,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44471
4217,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16115
2260,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,48,1,Good,15027
5800,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44449
163,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,16116
6207,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44473
1687,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44413
1338,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44484
973,2/14/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,38,1,Good,15005
5625,2/14/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,34,1,Good,44437
3795,2/15/2023,0,EST,Pittsburgh,PA,40.434,-79.984,PM2.5,40,1,Good,16033
1920,2/15/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,15,1,Good,44511
3794,2/15/2023,0,EST,Pittsburgh,PA,40.434,-79.984,OZONE,45,1,Good,16033
6674,2/15/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,15,1,Good,44505
6500,2/15/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,15,1,Good,44503
222,2/15/2023,0,EST,Youngstown,OH,41.0992,-80.6464,PM2.5,15,1,Good,16146
